timestamp,j1_pos,j1_vel,j2_pos,j2_vel,j3_pos,j3_vel,j4_pos,j4_vel,j5_pos,j5_vel,j6_pos,j6_vel
0.0488671,-0.0234604,-0.00732613,0.0318537,0.178267,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.0219784,0.00705719,-0.00732613
0.0508174,-0.0234604,-0.00732613,0.0326166,0.173382,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.0366306,0.00705719,-0.00732613
0.0528318,-0.0234604,-0.00732613,0.0329981,0.168498,-0.0219345,-0.00732613,-0.000572205,0.00732613,0.0307093,0.0219784,0.00705719,-0.00732613
0.0548398,-0.0234604,-0.00732613,0.033761,0.158731,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.0568154,-0.0234604,-0.00732613,0.0341425,0.144078,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.058752,-0.0238419,-0.0122099,0.034524,0.124542,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.060771,-0.0238419,-0.0122099,0.034524,0.105006,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.0219784,0.00705719,-0.0219784
0.0626272,-0.0238419,-0.00732613,0.0349054,0.0854702,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.0647461,-0.0238419,-0.00732613,0.0349054,0.0659342,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.0219784
0.0668265,-0.0238419,-0.0122099,0.0349054,0.0463982,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.0688652,-0.0238419,-0.0122099,0.0349054,0.0268621,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.0709396,-0.0238419,-0.00732613,0.0349054,0.0122099,-0.0219345,-0.00244236,-0.000190735,0.0219784,0.0307093,0.00732613,0.00705719,-0.00732613
0.0728892,-0.0238419,-0.00732613,0.034524,-0.00244236,-0.0219345,-0.00244236,-0.000190735,-0.00732803,0.0307093,0.00732613,0.00705719,-0.00732613
0.0749635,-0.0238419,-0.00732613,0.034524,-0.00732613,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0310907,0.00732613,0.00705719,-0.00732613
0.0769616,-0.0238419,-0.00732613,0.034524,-0.00732613,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.00732613,0.00705719,-0.00732613
0.0790247,-0.0238419,-0.00732613,0.034524,-0.00732613,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,-0.00732803,0.00705719,-0.00732613
0.0810268,-0.0238419,-0.00732613,0.034524,-0.00244236,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,0.0219784,0.00705719,-0.00732613
0.0830754,-0.0238419,-0.00244236,0.034524,-0.00244236,-0.0219345,-0.00244236,-0.000190735,0.0219784,0.0307093,0.00732613,0.00705719,-0.00732613
0.0849454,-0.0238419,-0.00244236,0.034524,-0.00732613,-0.0219345,-0.00244236,-0.000190735,0.00732613,0.0307093,-0.00732803,0.00705719,-0.00732613
0.0869252,-0.0238419,-0.00244236,0.034524,-0.00244236,-0.0219345,-0.00244236,-0.000190735,0.0219784,0.0307093,0.00732613,0.00705719,-0.00732613
